"source_row_id","fips_county","o3_max_pred_2016","o3_mean_pred_2016","o3_med_pred_2016","o3_pop_pred_2016","o3_max_pred_2017","o3_mean_pred_2017","o3_med_pred_2017","o3_pop_pred_2017","o3_max_pred_2018","o3_mean_pred_2018","o3_med_pred_2018","o3_pop_pred_2018","o3_max_pred_2019","o3_mean_pred_2019","o3_med_pred_2019","o3_pop_pred_2019"
"6617","31069",40.17256546020508,40.17256546020508,40.17256546020508,40.17256546020508,41.07593536376953,41.07593536376953,41.07593536376953,41.07593536376953,41.467044830322266,41.467044830322266,41.467044830322266,41.467044830322266,41.1317024230957,41.1317024230957,41.1317024230957,41.1317024230957
"6621","31071",37.47328186035156,37.47328186035156,37.47328186035156,37.47328186035156,38.291690826416016,38.291690826416016,38.291690826416016,38.291690826416016,38.184295654296875,38.184295654296875,38.184295654296875,38.184295654296875,39.11894226074219,39.11894226074219,39.11894226074219,39.11894226074219
"6625","31073",38.333038330078125,38.333038330078125,38.333038330078125,38.333038330078125,38.271297454833984,38.271297454833984,38.271297454833984,38.271297454833984,38.80970001220703,38.80970001220703,38.80970001220703,38.80970001220703,38.27833557128906,38.27833557128906,38.27833557128906,38.27833557128906
"6629","31075",39.634464263916016,39.634464263916016,39.634464263916016,39.634464263916016,40.8967170715332,40.8967170715332,40.8967170715332,40.8967170715332,41.407291412353516,41.407291412353516,41.407291412353516,41.407291412353516,41.33795166015625,41.33795166015625,41.33795166015625,41.33795166015625
"6633","31077",37.243560791015625,37.243560791015625,37.243560791015625,37.243560791015625,38.069828033447266,38.069828033447266,38.069828033447266,38.069828033447266,37.798831939697266,37.798831939697266,37.798831939697266,37.798831939697266,38.3639030456543,38.3639030456543,38.3639030456543,38.3639030456543
"6637","31079",37.818965911865234,37.19977951049805,37.16463851928711,37.174049377441406,38.13792419433594,37.57319641113281,37.558868408203125,37.56181716918945,38.05525588989258,37.41797637939453,37.38469696044922,37.39329147338867,38.00014877319336,37.4068717956543,37.383758544921875,37.38848876953125
"6641","31081",37.25388717651367,36.99022674560547,36.99134063720703,36.99746322631836,37.55162048339844,37.310916900634766,37.30861282348633,37.316184997558594,37.41716384887695,37.14625549316406,37.14116287231445,37.15280532836914,37.18054962158203,36.8948860168457,36.88448715209961,36.90451431274414
"6645","31083",38.2165412902832,38.2165412902832,38.2165412902832,38.2165412902832,37.87285614013672,37.87285614013672,37.87285614013672,37.87285614013672,38.358680725097656,38.358680725097656,38.358680725097656,38.358680725097656,37.940059661865234,37.940059661865234,37.940059661865234,37.940059661865234
"6649","31085",39.79743957519531,39.79743957519531,39.79743957519531,39.79743957519531,39.451515197753906,39.451515197753906,39.451515197753906,39.451515197753906,40.152896881103516,40.152896881103516,40.152896881103516,40.152896881103516,39.48634719848633,39.48634719848633,39.48634719848633,39.48634719848633
"6653","31087",39.96611785888672,39.96611785888672,39.96611785888672,39.96611785888672,39.12637710571289,39.12637710571289,39.12637710571289,39.12637710571289,39.9424934387207,39.9424934387207,39.9424934387207,39.9424934387207,39.252506256103516,39.252506256103516,39.252506256103516,39.252506256103516
"6657","31089",37.780757904052734,37.33833312988281,37.339378356933594,37.34279251098633,38.769798278808594,38.334068298339844,38.335453033447266,38.32956314086914,38.391658782958984,37.94498062133789,37.94503402709961,37.93307113647461,39.39469528198242,38.90415573120117,38.8834114074707,38.8943977355957
"6661","31091",39.248085021972656,39.248085021972656,39.248085021972656,39.248085021972656,40.275516510009766,40.275516510009766,40.275516510009766,40.275516510009766,40.82468032836914,40.82468032836914,40.82468032836914,40.82468032836914,40.931983947753906,40.931983947753906,40.931983947753906,40.931983947753906
"6665","31093",37.504852294921875,37.303436279296875,37.303436279296875,37.32598876953125,38.115272521972656,37.90054702758789,37.90054702758789,37.91859817504883,37.92086410522461,37.69316482543945,37.69316482543945,37.73873519897461,38.193572998046875,37.97521209716797,37.97521209716797,38.01266860961914
"6669","31095",37.76346969604492,37.63630294799805,37.63709259033203,37.629634857177734,37.206302642822266,37.0836067199707,37.087432861328125,37.0780029296875,37.037418365478516,36.9208984375,36.919288635253906,36.914329528808594,37.089263916015625,36.9644889831543,36.96767807006836,36.96003341674805
"6673","31097",37.23080062866211,37.00863265991211,37.00863265991211,37.01734924316406,37.170711517333984,36.93662643432617,36.93662643432617,36.96493911743164,36.75735855102539,36.52762222290039,36.52762222290039,36.5528564453125,36.52534103393555,36.33662796020508,36.33662796020508,36.34825134277344
"6677","31099",38.016571044921875,37.94716262817383,37.94716262817383,37.94667434692383,37.86735916137695,37.79508972167969,37.79508972167969,37.795352935791016,38.10331726074219,38.03200912475586,38.03200912475586,38.03178024291992,37.74085998535156,37.67502975463867,37.67502975463867,37.67485046386719
