"source_row_id","fips_state","state_name","aian_wh_2013","anhpi_wh_2013","bl_wh_2013","hp_wh_2013","aian_wh_2014","anhpi_wh_2014","bl_wh_2014","hp_wh_2014","aian_wh_2015","anhpi_wh_2015","bl_wh_2015","hp_wh_2015","aian_wh_2016","anhpi_wh_2016","bl_wh_2016","hp_wh_2016","aian_wh_2017","anhpi_wh_2017","bl_wh_2017","hp_wh_2017","aian_wh_2018","anhpi_wh_2018","bl_wh_2018","hp_wh_2018","aian_wh_2019","anhpi_wh_2019","bl_wh_2019","hp_wh_2019","aian_wh_2020","anhpi_wh_2020","bl_wh_2020","hp_wh_2020","aian_wh_2021","anhpi_wh_2021","bl_wh_2021","hp_wh_2021","aian_wh_2022","anhpi_wh_2022","bl_wh_2022","hp_wh_2022"
"32","34","New Jersey","",-0.05684,0.023000000000000007,-0.006000000000000005,"",-0.0398,0.035,0.011999999999999997,"","",0.066,-0.0010000000000000009,"","",0.03900000000000001,0.02700000000000001,"","",0.051000000000000004,0.002999999999999989,"","",0.046,0.0020000000000000018,"","","","","",-0.05199999999999999,0.02800000000000001,0.010000000000000009,"",-0.033999999999999996,0.02800000000000001,0.0020000000000000018,"","",0.051000000000000004,0.008999999999999994
"33","35","New Mexico",0.021000000000000005,"",0.10600000000000001,-0.010999999999999996,-0.015,"","",-0.012999999999999998,-0.026999999999999996,"","",-0.03799999999999999,-0.018000000000000002,"","",0.010999999999999996,-0.006000000000000005,"","",-0.015,-0.023000000000000007,"","",-0.02600000000000001,-0.036000000000000004,"","",-0.018000000000000002,-0.018000000000000002,"","",-0.010999999999999996,-0.032,"","",-0.008000000000000007,-0.0049999999999999906,"","",-0.0030000000000000027
"34","36","New York","",-0.07008,0.023999999999999994,0.0,"",-0.0252,0.028999999999999998,0.05099999999999999,0.06,-0.043590000000000004,0.022999999999999993,0.018000000000000002,0.04100000000000001,"",0.015,0.0050000000000000044,"","",0.031,0.0050000000000000044,0.0010000000000000009,-0.03459000000000001,0.006999999999999992,0.01899999999999999,"",-0.056999999999999995,0.024000000000000007,0.010999999999999996,0.112,-0.031000000000000007,0.043,0.03,0.03,-0.04,0.013999999999999999,0.013999999999999999,"",-0.031,0.027999999999999997,0.02700000000000001
"35","37","North Carolina",0.071,"",0.03,-0.042,"","",0.0059999999999999915,-0.062,"","",0.001999999999999988,-0.043000000000000003,"","",0.015,"","","",0.016,"",0.18000000000000002,"",0.006000000000000005,-0.039,"","",0.0049999999999999906,-0.051000000000000004,0.08800000000000001,"",0.015,-0.031,0.072,"",0.03,-0.044000000000000004,0.1,"",0.010000000000000009,-0.036
"36","38","North Dakota",-0.0050000000000000044,"","","",0.03499999999999999,"","","",0.08899999999999998,"","","","","","","","","","","",0.040999999999999995,"","","",0.018000000000000002,"","","",0.05500000000000001,"","","",0.038000000000000006,"","","",0.064,"","",0.022999999999999993
"37","39","Ohio","","",0.059,0.023000000000000007,"","",0.061,0.04000000000000001,"","",0.04300000000000001,0.067,"","",0.037000000000000005,"","","",0.04999999999999999,"","","",0.02700000000000001,0.092,"","",0.03699999999999999,0.073,"","",0.021000000000000005,0.017,"","",0.021999999999999992,0.011999999999999997,0.106,"",0.05600000000000001,0.020000000000000004
"38","40","Oklahoma",0.021000000000000005,"",0.04200000000000001,-0.04699999999999999,0.034,"",0.021999999999999992,-0.05,0.018000000000000002,"",0.006999999999999992,-0.031,"","","","",0.033,"","","",0.017,"",0.039999999999999994,-0.025999999999999995,0.02700000000000001,"",0.008000000000000007,-0.03699999999999999,0.012999999999999998,"",0.029000000000000012,-0.022999999999999993,0.03599999999999999,"",0.03500000000000002,-0.033,0.04600000000000001,"",0.01100000000000001,-0.046
"39","41","Oregon","","","",0.0020000000000000018,"","","",-0.023000000000000007,"","","",-0.017,0.11800000000000001,"","","","","","","","","","",-0.02500000000000001,0.11,"","",-0.024000000000000007,"","","",-0.027999999999999997,"","",0.114,-0.022000000000000006,0.078,"","",-0.02700000000000001
"40","42","Pennsylvania","","",0.04200000000000001,0.04100000000000001,"","",0.032,0.023000000000000007,"","",0.009999999999999995,0.128,"","",0.07700000000000001,"","","",0.012999999999999998,"","","",0.059,0.023000000000000007,"","",0.07399999999999998,0.055999999999999994,"","",0.04600000000000001,0.067,"","",0.056999999999999995,0.055999999999999994,"","",0.04400000000000001,0.04899999999999999
"41","44","Rhode Island",0.137,"",0.008000000000000007,-0.026999999999999996,"","",-0.021000000000000005,0.0030000000000000027,"","","",-0.009999999999999995,"","","",0.009000000000000008,"","","",0.013000000000000012,0.369,"",0.013999999999999999,0.006000000000000005,"","",0.03499999999999999,-0.02600000000000001,"","",0.025999999999999995,0.014000000000000012,0.176,"",0.021999999999999992,-0.0059999999999999915,0.14800000000000002,-0.040999999999999995,0.035,0.01100000000000001
"42","45","South Carolina","","",0.024000000000000007,"",0.111,"",0.0030000000000000027,"","","",-0.0040000000000000036,-0.034,"","",0.013000000000000012,"","","",0.008000000000000007,"","","",0.015,-0.024999999999999994,"","",0.022000000000000006,-0.018000000000000002,"","",0.020000000000000004,"","","",0.0030000000000000027,-0.029999999999999992,0.08800000000000001,"",0.026999999999999996,0.018000000000000002
"43","46","South Dakota",0.033,"","","",0.02800000000000001,"","","",0.017,"","","","","","","",0.06200000000000001,"","","",0.012999999999999998,"","","",-0.0010000000000000009,"","","",0.06799999999999999,"","","",0.0,"","","",0.059,"","",""
"44","47","Tennessee","","",-0.010999999999999996,"","","",-0.012999999999999998,"","","",0.0040000000000000036,"","","",0.011999999999999997,"","","",-0.015,"","","",0.009999999999999995,"","","",0.0040000000000000036,-0.031999999999999994,"","",0.05099999999999999,"","","",-0.0030000000000000027,0.04400000000000001,"","",0.023000000000000007,""
"45","48","Texas","","",0.032,-0.04399999999999999,"","",0.021000000000000005,-0.026999999999999996,"","",0.013999999999999999,-0.041999999999999996,"","",0.020000000000000004,-0.045,"","",0.047000000000000014,-0.043,"","",0.013000000000000012,-0.03899999999999999,"","",-0.018000000000000002,-0.023000000000000007,"","",0.03,-0.029000000000000005,"","",0.008999999999999994,-0.033,"","",0.01899999999999999,-0.01200000000000001
"46","49","Utah","","","",-0.023000000000000007,"","","",-0.031,"",0.003909999999999997,"",-0.025999999999999995,"","","","","","","",-0.034,"","","",-0.037000000000000005,"","","",-0.033,"","","",0.0040000000000000036,"","","",-0.023000000000000007,"",-0.031,"",-0.04000000000000001
"47","50","Vermont","","","","","","","","",0.183,"","","","","","","","","","","","","","","","","","","",0.15700000000000003,"","",0.15500000000000003,0.127,"","",0.020000000000000004,0.131,"","",0.034
"48","51","Virginia","","",0.03,-0.013999999999999999,"","",0.015,-0.018000000000000002,"","",0.041999999999999996,-0.033999999999999996,"","",0.03,"","","",0.0010000000000000009,"","","",0.01899999999999999,-0.031000000000000007,"","",0.012999999999999998,-0.033999999999999996,"","",0.010999999999999996,-0.053,"",0.0010000000000000009,0.033,0.0050000000000000044,"","",0.020000000000000004,-0.015
"49","53","Washington",0.047,-0.04747,-0.0059999999999999915,-0.025999999999999995,"",-0.041690000000000005,0.0020000000000000018,-0.018000000000000002,0.128,-0.05016,0.017,-0.020000000000000004,"","","",-0.021000000000000005,"","","",-0.031,0.119,-0.046680000000000006,0.013999999999999999,-0.038000000000000006,0.05500000000000001,-0.05499999999999999,0.03599999999999999,-0.019000000000000003,0.049,-0.056999999999999995,0.02500000000000001,-0.017999999999999988,0.054000000000000006,-0.039999999999999994,0.006000000000000005,-0.023999999999999994,0.08,-0.058,-0.015,-0.015
"50","54","West Virginia","","",0.05299999999999999,"","","","","","","",0.010999999999999996,"","","","","","","","","","","",0.032,"","","",0.05800000000000001,"","","","","","","",0.024000000000000007,0.05,"","",0.0050000000000000044,""
"51","55","Wisconsin","","",0.148,"","","",0.14100000000000001,0.026999999999999996,"","",0.093,"","","","","","","","","","","",0.04500000000000001,0.015,"","",0.161,0.023000000000000007,"","",0.04200000000000001,"",0.211,"",0.05399999999999999,"",0.035,"",0.07299999999999998,0.0059999999999999915
"52","56","Wyoming","","","",-0.028999999999999998,"","","",-0.016,"","","","","","","","","","","","","","","",-0.021000000000000005,"","","",0.022999999999999993,"","","",-0.006000000000000005,"","","",-0.022000000000000006,"","","",0.008999999999999994
